rank,selected,objective_profile,objective_score,d_model,n_layers,n_heads,d_head,n_kv_heads,ffn_dim,weight_prec,ffn_prec,activation_prec,kv_bits,active_params_B,total_params_B,architecture_family,attention_type,mla_kv_latent,mla_q_latent,nsa_select_top_k,nsa_window,csa_block,csa_top_k,csa_dim,indexshare_buckets,indexshare_top_k,indexshare_dim,msa_window,msa_dilated_top_k,msa_global_top_k,yoco_self_attn_layers,yoco_share_pattern,cp,cp_method,rope_method,rope_factor,mtp_depth,tp,pp,dp,state_layers,attention_layers,placement_strategy,local_attn_layers,local_window,moe_style,n_experts,top_k,expert_dim,ep,vocab_size,predicted_loss,loss_ci_low,loss_ci_high,uncertainty_total_pct,training_tps,training_tps_per_gpu,serving_tbt_ms,serving_ttft_ms,training_memory_gb,memory_gb,confidence
277,False,serving_cost,1.34402686,14336,11,112,128,8,38400,fp8,fp8,bf16,8,30.351348,30.351348,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,11,none,0,0,dense,0,0,0,1,256000,2.6478,2.3023,2.9934,13.05,43319,10830,11.5,3231.0,15.6,233.9,low
278,False,serving_cost,1.34560161,9216,30,72,128,1,24576,bf16,bf16,bf16,4,30.270321,30.270321,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,30,none,0,0,dense,0,0,0,1,256000,2.0450,1.8673,2.2227,8.69,20806,5201,12.1,5083.5,16.8,199.7,low
279,False,serving_cost,1.35411354,15360,10,120,128,1,40960,fp8,fp8,bf16,16,27.572613,27.572613,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,10,none,0,0,dense,0,0,0,1,128256,2.6963,2.3381,3.0545,13.28,42790,10697,11.2,3248.0,14.6,241.3,low
280,False,serving_cost,1.35629366,9216,34,72,128,8,24576,fp8,fp8,bf16,16,31.884153,31.884153,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,34,none,0,0,dense,0,0,0,1,128256,2.0148,1.8490,2.1805,8.23,46787,5848,17.6,2701.4,7.9,160.2,medium
281,False,serving_cost,1.36517033,7168,57,56,128,8,19456,bf16,fp8,bf16,8,32.381368,32.381368,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,57,none,0,0,dense,0,0,0,1,128256,1.9148,1.7610,2.0686,8.03,36409,4551,17.5,3446.9,8.1,142.6,medium
282,False,serving_cost,1.37660385,9216,34,72,128,1,24576,bf16,fp8,bf16,16,30.166585,30.166585,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,34,none,0,0,dense,0,0,0,1,65536,2.0471,1.8748,2.2193,8.41,42434,5304,17.9,2764.0,7.7,160.8,low
283,False,serving_cost,1.37662523,9216,34,72,128,8,24576,bf16,fp8,bf16,16,30.109962,30.109962,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,34,none,0,0,dense,0,0,0,1,32000,2.0531,1.8875,2.2187,8.07,42435,5304,17.9,2764.0,7.7,160.8,medium
284,False,serving_cost,1.38229718,8192,43,64,128,4,22016,fp8,fp8,bf16,4,33.592885,33.592885,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,43,none,0,0,dense,0,0,0,1,256000,1.9946,1.8265,2.1628,8.43,27222,6806,11.7,5648.4,16.3,198.2,medium
285,False,serving_cost,1.38593012,7168,54,56,128,8,19456,bf16,bf16,bf16,8,32.605196,32.605196,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,54,none,0,0,dense,0,0,0,1,256000,1.9047,1.7520,2.0574,8.02,29699,3712,17.8,3496.6,8.8,141.0,medium
286,False,serving_cost,1.38833306,11264,19,176,192,176,29696,bf16,bf16,bf16,8,28.653881,28.653881,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,19,none,0,0,dense,0,0,0,1,128256,2.1404,1.9551,2.3257,8.66,25725,3216,14.1,5868.8,8.1,141.4,medium
287,False,serving_cost,1.41890301,15360,12,120,192,120,40960,bf16,bf16,bf16,16,27.466506,27.466506,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,12,none,0,0,dense,0,0,0,1,32000,2.5644,2.2775,2.8513,11.19,31596,3950,15.9,3075.8,8.1,172.4,low
288,False,serving_cost,1.42188152,7168,55,56,128,8,19456,bf16,bf16,bf16,8,33.141033,33.141033,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,55,none,0,0,dense,0,0,0,1,256000,1.9040,1.7514,2.0567,8.02,29160,3645,18.1,3557.4,9.0,142.6,medium
289,False,serving_cost,1.42200403,8192,45,64,192,64,21504,fp8,fp8,bf16,4,30.909088,30.909088,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,45,none,0,0,dense,0,0,0,1,128256,1.9917,1.8228,2.1606,8.48,32038,4005,16.2,5022.9,7.6,139.9,medium
290,False,serving_cost,1.42488022,8192,41,64,192,64,21504,bf16,bf16,bf16,4,30.441357,30.441357,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,41,none,0,0,dense,0,0,0,1,256000,1.9463,1.7845,2.1082,8.31,24616,3077,16.6,4941.4,8.4,136.4,medium
291,False,serving_cost,1.42605019,8192,44,64,128,4,22016,fp8,fp8,bf16,4,32.183615,32.183615,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,44,none,0,0,dense,0,0,0,1,128256,2.0003,1.8317,2.1689,8.43,26607,6652,12.2,5812.3,15.8,199.6,medium
292,False,serving_cost,1.43253020,14336,14,112,192,112,37888,bf16,fp8,bf16,16,27.699847,27.699847,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,14,none,0,0,dense,0,0,0,1,32000,2.4496,2.2015,2.6977,10.13,40925,5116,16.6,3043.1,7.5,175.2,low
293,False,serving_cost,1.43499805,14336,11,112,128,1,38400,bf16,fp8,bf16,16,30.068756,30.068756,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,11,none,0,0,dense,0,0,0,1,256000,2.5495,2.2403,2.8586,12.13,38264,9566,12.6,3360.5,16.1,236.6,low
294,False,serving_cost,1.44367235,7168,56,56,128,8,19456,bf16,bf16,bf16,8,31.845532,31.845532,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,56,none,0,0,dense,0,0,0,1,128256,1.9113,1.7581,2.0646,8.02,28641,3580,18.5,3618.3,8.7,143.8,medium
295,False,serving_cost,1.44698635,10240,27,80,192,80,27648,bf16,fp8,bf16,8,29.894799,29.894799,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,27,none,0,0,dense,0,0,0,1,128256,2.0201,1.8538,2.1864,8.23,34191,4274,17.3,3986.5,7.7,157.0,medium
296,False,serving_cost,1.45226132,8192,38,64,128,16,21504,fp8,fp8,bf16,8,30.652596,30.652596,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,38,none,0,0,dense,0,0,0,1,256000,1.9759,1.8139,2.1379,8.20,49249,6156,19.4,2657.6,7.5,160.9,medium
297,False,serving_cost,1.46245696,13824,14,216,64,1,36864,bf16,bf16,bf16,4,27.664312,27.664312,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,14,none,0,0,dense,0,0,0,1,32000,2.5418,2.2536,2.8300,11.34,20904,5226,10.8,5605.6,16.1,225.4,low
298,False,serving_cost,1.46432878,14336,12,112,128,8,38400,fp8,fp8,bf16,8,28.78061,28.78061,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,12,none,0,0,dense,0,0,0,1,128256,2.5035,2.2266,2.7805,11.06,39723,9931,13.0,3562.1,15.0,239.7,low
299,False,serving_cost,1.47600309,10240,26,80,128,8,27136,fp8,fp8,bf16,4,32.915333,32.915333,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,26,none,0,0,dense,0,0,0,1,256000,2.1132,1.9304,2.2960,8.65,31823,7956,13.6,4759.4,16.3,215.6,low
300,False,serving_cost,1.47692753,8192,45,64,192,64,21504,bf16,fp8,bf16,4,30.909088,30.909088,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,45,none,0,0,dense,0,0,0,1,128256,1.9483,1.7861,2.1105,8.33,28019,3502,16.9,5150.1,7.8,140.7,medium
301,False,serving_cost,1.47960742,7168,57,56,128,8,19456,bf16,bf16,bf16,8,32.381368,32.381368,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,57,none,0,0,dense,0,0,0,1,128256,1.9110,1.7578,2.0642,8.02,28139,3517,18.8,3679.1,8.8,145.4,medium
302,False,serving_cost,1.48052582,15360,9,120,128,20,40960,bf16,fp8,bf16,4,29.806049,29.806049,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,9,none,0,0,dense,0,0,0,1,256000,2.6884,2.3327,3.0442,13.23,40377,10094,12.9,3083.3,16.2,242.4,low
303,False,serving_cost,1.48384427,7680,52,120,64,1,20480,fp8,fp8,bf16,4,31.729398,31.729398,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,52,none,0,0,dense,0,0,0,1,65536,2.0930,1.9091,2.2770,8.79,22379,5595,9.9,8310.5,15.6,188.6,low
304,False,serving_cost,1.48672288,15360,9,120,192,120,40960,fp8,fp8,bf16,8,27.72692,27.72692,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,9,none,0,0,dense,0,0,0,1,256000,2.7133,2.3551,3.0714,13.20,38555,9639,11.2,4606.1,14.6,236.7,low
305,False,serving_cost,1.49981996,8192,44,64,128,1,22016,bf16,fp8,bf16,4,30.329733,30.329733,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,44,none,0,0,dense,0,0,0,1,32000,2.0711,1.8937,2.2484,8.56,23906,5976,13.2,5969.1,15.4,200.7,low
306,False,serving_cost,1.50501297,15360,11,120,128,8,40960,fp8,fp8,bf16,8,27.281664,27.281664,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,11,none,0,0,dense,0,0,0,1,32000,2.6781,2.3584,2.9978,11.94,38744,9686,12.9,3615.9,14.5,247.9,low
307,False,serving_cost,1.51986896,7680,53,120,64,1,20480,fp8,fp8,bf16,4,32.32022,32.32022,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,53,none,0,0,dense,0,0,0,1,65536,2.0925,1.9086,2.2764,8.79,21956,5489,10.1,8466.3,15.8,190.0,low
308,False,serving_cost,1.52105292,9216,31,72,128,1,24576,fp8,fp8,bf16,8,31.122045,31.122045,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,31,none,0,0,dense,0,0,0,1,256000,2.0633,1.8854,2.2411,8.62,31584,7896,14.6,4927.6,15.4,210.5,low
309,False,serving_cost,1.52367796,8192,39,64,128,8,21504,bf16,fp8,bf16,16,30.694556,30.694556,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,39,none,0,0,dense,0,0,0,1,256000,1.9279,1.7733,2.0826,8.02,44274,5534,20.1,2772.7,7.8,164.7,medium
310,False,serving_cost,1.52415700,7680,53,120,64,1,20480,fp8,fp8,bf16,4,33.283599,33.283599,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,53,none,0,0,dense,0,0,0,1,128256,2.0488,1.8687,2.2289,8.79,21956,5489,10.1,8466.3,16.2,190.2,low
311,False,serving_cost,1.52577580,7168,56,112,64,1,18944,bf16,fp8,bf16,4,32.289604,32.289604,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,56,none,0,0,dense,0,0,0,1,256000,1.9986,1.8260,2.1711,8.63,21060,5265,10.6,8424.4,16.2,184.5,medium
312,False,serving_cost,1.53573830,14848,9,232,192,232,39424,fp8,fp8,bf16,4,28.547388,28.547388,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,9,none,0,0,dense,0,0,0,1,256000,2.7183,2.3598,3.0769,13.19,29694,7423,8.0,7713.2,14.8,219.8,low
313,False,serving_cost,1.54029659,11264,21,176,64,8,30208,bf16,fp8,bf16,8,29.897472,29.897472,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,21,none,0,0,dense,0,0,0,1,128256,2.1409,1.9501,2.3316,8.91,27693,6923,12.8,5927.6,15.6,218.7,low
314,False,serving_cost,1.54473430,13824,10,216,192,216,36864,bf16,fp8,bf16,4,27.40055,27.40055,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,10,none,0,0,dense,0,0,0,1,256000,2.5669,2.2607,2.8732,11.93,25336,6334,8.6,7946.0,14.9,213.8,low
315,False,serving_cost,1.54741823,7680,46,120,64,1,20480,bf16,bf16,bf16,4,31.10999,31.10999,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,46,none,0,0,dense,0,0,0,1,256000,2.0025,1.8296,2.1755,8.64,17243,4311,11.6,7906.7,17.0,187.7,medium
316,False,serving_cost,1.55052016,9216,31,72,192,72,24576,fp8,fp8,bf16,8,29.970119,29.970119,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,31,none,0,0,dense,0,0,0,1,256000,2.0157,1.8483,2.1830,8.30,39447,4931,18.9,3974.3,7.5,159.3,medium
317,False,serving_cost,1.55077526,10240,27,80,128,8,27136,fp8,fp8,bf16,4,31.363461,31.363461,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,27,none,0,0,dense,0,0,0,1,128256,2.1084,1.9267,2.2901,8.62,30650,7662,14.4,4980.5,15.7,218.2,low
318,False,serving_cost,1.55585604,7680,54,120,64,1,20480,fp8,fp8,bf16,4,32.911043,32.911043,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,54,none,0,0,dense,0,0,0,1,65536,2.0920,1.9082,2.2759,8.79,21550,5387,10.2,8622.0,16.1,191.4,low
319,False,serving_cost,1.57166068,15360,11,120,192,120,40960,bf16,fp8,bf16,4,28.216535,28.216535,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,11,none,0,0,dense,0,0,0,1,128256,2.5574,2.2536,2.8611,11.88,27751,6938,10.9,5786.5,15.4,240.2,low
320,False,serving_cost,1.57862490,7168,58,112,64,1,18944,bf16,fp8,bf16,4,31.480394,31.480394,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,58,none,0,0,dense,0,0,0,1,128256,2.0053,1.8322,2.1785,8.63,20336,5084,11.0,8717.7,15.8,186.3,medium
321,False,serving_cost,1.58021525,7168,53,112,64,8,18944,fp8,fp8,bf16,4,31.096805,31.096805,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,53,none,0,0,dense,0,0,0,1,256000,2.0000,1.8313,2.1688,8.44,24220,6055,12.1,7879.0,15.1,191.7,low
322,False,serving_cost,1.58884632,11264,20,88,192,88,30208,fp8,fp8,bf16,4,29.94647,29.94647,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,20,none,0,0,dense,0,0,0,1,256000,2.1846,1.9893,2.3798,8.94,27882,6970,12.5,6684.9,15.1,215.9,low
323,False,serving_cost,1.59043117,15360,12,120,192,120,40960,fp8,fp8,bf16,4,27.466506,27.466506,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,12,none,0,0,dense,0,0,0,1,32000,2.6343,2.3316,2.9370,11.49,28933,7233,10.6,6190.8,14.7,243.8,low
324,False,serving_cost,1.59345759,8192,41,64,128,16,21504,fp8,fp8,bf16,8,30.648451,30.648451,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,41,none,0,0,dense,0,0,0,1,128256,1.9736,1.8118,2.1353,8.20,45651,5706,20.9,2850.7,7.5,168.8,medium
325,False,serving_cost,1.59731012,9216,31,72,192,72,24576,bf16,fp8,bf16,8,29.970119,29.970119,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,31,none,0,0,dense,0,0,0,1,256000,1.9722,1.8115,2.1329,8.15,34556,4319,19.5,4076.2,7.7,160.4,medium
326,False,serving_cost,1.60900562,8192,41,64,128,16,21504,fp8,fp8,bf16,8,32.741409,32.741409,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,41,none,0,0,dense,0,0,0,1,256000,1.9662,1.8050,2.1273,8.20,45646,5706,20.9,2850.7,8.0,169.0,medium
327,False,serving_cost,1.62080130,11264,20,88,128,8,30208,bf16,bf16,bf16,4,28.842058,28.842058,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,20,none,0,0,dense,0,0,0,1,128256,2.1498,1.9611,2.3385,8.78,21808,5452,15.7,4746.5,16.3,219.8,low
328,False,serving_cost,1.62179408,9216,28,72,128,24,24576,bf16,bf16,bf16,8,30.086259,30.086259,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,28,none,0,0,dense,0,0,0,1,256000,1.9827,1.8222,2.1431,8.09,37713,4714,21.5,2518.7,8.3,174.6,medium
329,False,serving_cost,1.62196177,14336,13,112,128,16,38400,fp8,fp8,bf16,4,28.494377,28.494377,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,13,none,0,0,dense,0,0,0,1,32000,2.5544,2.2804,2.8284,10.73,36327,9082,14.7,3910.4,14.9,245.6,low
330,False,serving_cost,1.62987994,7168,54,56,192,56,19456,fp8,fp8,bf16,4,31.143612,31.143612,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,54,none,0,0,dense,0,0,0,1,256000,1.9785,1.8107,2.1462,8.48,31505,3938,19.0,5234.8,7.6,143.8,medium
331,False,serving_cost,1.64389881,14336,11,112,192,112,38400,fp8,fp8,bf16,8,28.625523,28.625523,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,11,none,0,0,dense,0,0,0,1,256000,2.5429,2.2519,2.8340,11.45,35063,8766,13.4,5181.6,14.9,236.3,low
332,False,serving_cost,1.64522174,10240,27,80,128,1,27136,bf16,fp8,bf16,8,30.868009,30.868009,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,27,none,0,0,dense,0,0,0,1,128256,2.0798,1.8999,2.2597,8.65,27414,6853,15.6,5137.0,15.9,220.1,low
333,False,serving_cost,1.65528157,14336,14,112,192,112,38400,fp8,fp8,bf16,4,28.008129,28.008129,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,14,none,0,0,dense,0,0,0,1,32000,2.5157,2.2528,2.7786,10.45,27563,6891,11.7,6588.4,14.8,239.0,low
334,False,serving_cost,1.65812824,10240,27,40,192,40,27136,fp8,fp8,bf16,4,30.210683,30.210683,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,27,none,0,0,dense,0,0,0,1,256000,2.0980,1.9167,2.2794,8.64,30207,7552,16.6,4628.5,15.2,221.3,low
335,False,serving_cost,1.66142494,9216,27,144,192,144,24576,bf16,fp8,bf16,8,29.833206,29.833206,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,27,none,0,0,dense,0,0,0,1,256000,1.9969,1.8333,2.1605,8.19,29046,3631,17.4,6480.9,7.7,148.3,medium
336,False,serving_cost,1.66246052,7168,53,112,64,1,18944,bf16,fp8,bf16,8,30.756411,30.756411,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,53,none,0,0,dense,0,0,0,1,256000,1.9799,1.8133,2.1464,8.41,22251,5563,13.0,8055.6,15.5,193.7,medium
337,False,serving_cost,1.66545690,8192,42,64,128,8,21504,bf16,fp8,bf16,16,30.640079,30.640079,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,42,none,0,0,dense,0,0,0,1,128256,1.9266,1.7720,2.0811,8.02,41118,5140,21.7,2969.7,7.8,172.4,medium
338,False,serving_cost,1.68175557,8192,42,64,128,8,21504,bf16,fp8,bf16,16,32.733037,32.733037,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,42,none,0,0,dense,0,0,0,1,256000,1.9192,1.7653,2.0731,8.02,41112,5139,21.7,2969.7,8.3,172.9,medium
339,False,serving_cost,1.68203810,7680,49,120,64,1,20480,bf16,bf16,bf16,4,32.882458,32.882458,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,49,none,0,0,dense,0,0,0,1,256000,1.9980,1.8256,2.1705,8.63,16188,4047,12.5,8433.3,17.9,192.6,medium
340,False,serving_cost,1.68318292,7168,47,112,64,56,19456,fp8,fp8,bf16,4,30.579247,30.579247,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,47,none,0,0,dense,0,0,0,1,256000,1.9903,1.8226,2.1579,8.43,42827,5353,21.3,3760.9,7.4,161.8,medium
341,False,serving_cost,1.68872040,16384,7,256,64,32,43520,bf16,fp8,bf16,8,27.590361,27.590361,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,7,none,0,0,dense,0,0,0,1,256000,2.9149,2.4487,3.3810,15.99,44118,11029,14.5,3445.4,15.3,250.0,medium
342,False,serving_cost,1.70802922,9216,31,72,192,72,24576,bf16,bf16,bf16,8,29.970119,29.970119,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,31,none,0,0,dense,0,0,0,1,256000,1.9684,1.8083,2.1285,8.13,27195,3399,20.7,4299.7,8.3,162.8,medium
343,False,serving_cost,1.71135013,11264,17,176,192,176,29696,fp8,fp8,bf16,16,28.819642,28.819642,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,17,none,0,0,dense,0,0,0,1,256000,2.2237,2.0235,2.4238,9.00,41001,5125,19.0,4976.8,7.3,169.2,low
344,False,serving_cost,1.71124718,15360,10,120,128,8,40960,bf16,bf16,bf16,8,27.847864,27.847864,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,10,none,0,0,dense,0,0,0,1,128256,2.6060,2.2816,2.9303,12.45,25250,6313,15.4,3878.8,16.3,247.8,medium
345,False,serving_cost,1.72067379,8192,47,64,128,4,22016,bf16,fp8,bf16,4,33.207075,33.207075,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,47,none,0,0,dense,0,0,0,1,65536,1.9960,1.8308,2.1611,8.27,22379,5595,15.3,6531.1,16.7,206.7,medium
346,False,serving_cost,1.73108010,9216,34,72,192,72,24576,fp8,fp8,bf16,8,30.059237,30.059237,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,34,none,0,0,dense,0,0,0,1,128256,2.0067,1.8405,2.1730,8.29,35970,4496,20.7,4338.4,7.5,168.5,medium
347,False,serving_cost,1.73496267,13824,13,216,64,36,36864,fp8,fp8,bf16,4,29.217881,29.217881,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,13,none,0,0,dense,0,0,0,1,128256,2.4651,2.2010,2.7292,10.72,35621,8905,15.3,4903.6,15.1,241.4,low
348,False,serving_cost,1.73755224,7168,57,56,192,56,19456,fp8,fp8,bf16,4,30.838585,30.838585,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,57,none,0,0,dense,0,0,0,1,128256,1.9842,1.8160,2.1524,8.48,29849,3731,20.0,5513.8,7.5,148.6,medium
349,False,serving_cost,1.75162699,8192,38,32,256,4,22016,fp8,fp8,bf16,4,30.493213,30.493213,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,38,none,0,0,dense,0,0,0,1,256000,2.0133,1.8432,2.1833,8.45,28943,7236,16.6,6172.9,15.0,207.7,low
350,False,serving_cost,1.76053225,7168,47,112,192,112,19456,fp8,fp8,bf16,4,31.118281,31.118281,dense,mla,512,1536,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,8,1,8,0,47,none,0,0,dense,0,0,0,1,256000,1.9788,1.8111,2.1466,8.48,26607,3326,16.8,8442.7,7.5,132.5,medium
351,False,serving_cost,1.77048670,13824,14,216,64,8,36864,fp8,fp8,bf16,16,27.837721,27.837721,dense,full,0,0,0,0,0,0,0,0,0,0,0,0,0,0,single_source,1,ring,none,1.0000,0,4,1,8,0,14,none,0,0,dense,0,0,0,1,32000,2.5130,2.2454,2.7807,10.65,33618,8404,15.4,5277.7,14.6,243.5,low
