rank,d_model,n_layers,n_heads,d_head,n_kv_heads,ffn_dim,weight_prec,ffn_prec,kv_bits,active_params_B,total_params_B,moe_style,n_experts,top_k,expert_dim,ep,predicted_loss,training_tps,serving_tbt_ms,memory_gb,confidence
1,4608,27,72,64,72,12288,bf16,bf16,16,4.88,40.43,fine,128,4,768,1,1.8845,16190,6.2,11.5,medium
2,4608,27,72,64,72,12288,bf16,bf16,16,4.88,40.43,fine,128,4,768,2,1.8845,14015,6.1,7.2,medium
3,4608,27,72,64,72,12288,bf16,bf16,16,4.88,40.43,fine,128,4,768,4,1.8845,12976,6.1,5.1,medium
4,4608,27,72,64,72,12288,bf16,bf16,16,4.88,40.43,fine,128,4,768,8,1.8845,12484,6.1,4.0,medium
5,4608,26,72,64,72,12288,bf16,bf16,16,4.71,38.94,fine,128,4,768,1,1.8876,16811,6.0,11.1,medium
6,4608,26,72,64,72,12288,bf16,bf16,16,4.71,38.94,fine,128,4,768,2,1.8876,14553,5.9,7.0,medium
7,4608,26,72,64,72,12288,bf16,bf16,16,4.71,38.94,fine,128,4,768,4,1.8876,13474,5.9,4.9,medium
8,4608,26,72,64,72,12288,bf16,bf16,16,4.71,38.94,fine,128,4,768,8,1.8876,12963,5.9,3.9,medium
9,4608,27,72,64,72,12288,bf16,bf16,8,4.88,40.43,fine,128,4,768,1,1.8946,16190,5.5,10.5,medium
10,4608,27,72,64,72,12288,bf16,bf16,8,4.88,40.43,fine,128,4,768,2,1.8946,14015,5.4,6.3,medium
11,4608,27,72,64,72,12288,bf16,bf16,8,4.88,40.43,fine,128,4,768,4,1.8946,12976,5.4,4.1,medium
12,4608,27,72,64,72,12288,bf16,bf16,8,4.88,40.43,fine,128,4,768,8,1.8946,12484,5.4,3.1,medium
13,4608,26,72,64,72,12288,bf16,bf16,8,4.71,38.94,fine,128,4,768,1,1.8977,16811,5.3,10.2,medium
14,4608,26,72,64,72,12288,bf16,bf16,8,4.71,38.94,fine,128,4,768,2,1.8977,14553,5.2,6.0,medium
15,4608,26,72,64,72,12288,bf16,bf16,8,4.71,38.94,fine,128,4,768,4,1.8977,13474,5.2,4.0,medium
16,4608,26,72,64,72,12288,bf16,bf16,8,4.71,38.94,fine,128,4,768,8,1.8977,12963,5.2,3.0,medium
17,4608,27,72,64,72,12288,bf16,fp8,16,4.88,40.43,fine,128,4,768,1,1.9047,28122,5.8,6.7,medium
18,4608,27,72,64,72,12288,bf16,fp8,16,4.88,40.43,fine,128,4,768,2,1.9047,24814,5.7,4.6,medium
19,4608,27,72,64,72,12288,bf16,fp8,16,4.88,40.43,fine,128,4,768,4,1.9047,23172,5.7,3.5,medium
20,4608,27,72,64,72,12288,bf16,fp8,16,4.88,40.43,fine,128,4,768,8,1.9047,22384,5.7,3.0,medium
21,6144,15,48,128,48,16384,bf16,bf16,16,4.92,40.03,fine,128,4,1024,1,1.9074,20020,4.1,11.0,medium
22,6144,15,48,128,48,16384,bf16,bf16,16,4.92,40.03,fine,128,4,1024,2,1.9074,17522,4.0,6.7,medium
23,6144,15,48,128,48,16384,bf16,bf16,16,4.92,40.03,fine,128,4,1024,4,1.9074,16316,4.0,4.6,medium
24,6144,15,48,128,48,16384,bf16,bf16,16,4.92,40.03,fine,128,4,1024,8,1.9074,15738,4.0,3.6,medium
25,4608,26,72,64,72,12288,bf16,fp8,16,4.71,38.94,fine,128,4,768,1,1.9078,29198,5.6,6.4,medium
26,4608,26,72,64,72,12288,bf16,fp8,16,4.71,38.94,fine,128,4,768,2,1.9078,25764,5.5,4.4,medium
27,4608,26,72,64,72,12288,bf16,fp8,16,4.71,38.94,fine,128,4,768,4,1.9078,24059,5.5,3.4,medium
28,4608,26,72,64,72,12288,bf16,fp8,16,4.71,38.94,fine,128,4,768,8,1.9078,23241,5.5,2.9,medium
29,4608,27,72,64,72,12288,bf16,fp8,8,4.88,40.43,fine,128,4,768,1,1.9148,28122,5.1,5.7,medium
30,4608,27,72,64,72,12288,bf16,fp8,8,4.88,40.43,fine,128,4,768,2,1.9148,24814,5.0,3.6,medium
31,4608,27,72,64,72,12288,bf16,fp8,8,4.88,40.43,fine,128,4,768,4,1.9148,23172,5.0,2.5,medium
32,4608,27,72,64,72,12288,bf16,fp8,8,4.88,40.43,fine,128,4,768,8,1.9148,22384,5.0,2.0,medium
33,6144,14,48,128,48,16384,bf16,bf16,16,4.62,37.39,fine,128,4,1024,1,1.9172,21443,3.8,10.3,medium
34,6144,14,48,128,48,16384,bf16,bf16,16,4.62,37.39,fine,128,4,1024,2,1.9172,18768,3.8,6.3,medium
35,6144,14,48,128,48,16384,bf16,bf16,16,4.62,37.39,fine,128,4,1024,4,1.9172,17477,3.8,4.3,medium
36,6144,14,48,128,48,16384,bf16,bf16,16,4.62,37.39,fine,128,4,1024,8,1.9172,16858,3.8,3.4,medium
37,6144,15,48,128,48,16384,bf16,bf16,8,4.92,40.03,fine,128,4,1024,1,1.9175,20020,3.5,10.3,medium
38,6144,15,48,128,48,16384,bf16,bf16,8,4.92,40.03,fine,128,4,1024,2,1.9175,17522,3.5,6.0,medium
39,6144,15,48,128,48,16384,bf16,bf16,8,4.92,40.03,fine,128,4,1024,4,1.9175,16316,3.5,3.9,medium
40,6144,15,48,128,48,16384,bf16,bf16,8,4.92,40.03,fine,128,4,1024,8,1.9175,15738,3.5,2.9,medium
41,4608,26,72,64,72,12288,bf16,fp8,8,4.71,38.94,fine,128,4,768,1,1.9180,29198,4.9,5.5,medium
42,4608,26,72,64,72,12288,bf16,fp8,8,4.71,38.94,fine,128,4,768,2,1.9180,25764,4.8,3.5,medium
43,4608,26,72,64,72,12288,bf16,fp8,8,4.71,38.94,fine,128,4,768,4,1.9180,24059,4.8,2.5,medium
44,4608,26,72,64,72,12288,bf16,fp8,8,4.71,38.94,fine,128,4,768,8,1.9180,23241,4.8,1.9,medium
45,6144,14,48,128,48,16384,bf16,bf16,8,4.62,37.39,fine,128,4,1024,1,1.9274,21443,3.3,9.6,medium
46,6144,14,48,128,48,16384,bf16,bf16,8,4.62,37.39,fine,128,4,1024,2,1.9274,18768,3.3,5.7,medium
47,6144,14,48,128,48,16384,bf16,bf16,8,4.62,37.39,fine,128,4,1024,4,1.9274,17477,3.3,3.7,medium
48,6144,14,48,128,48,16384,bf16,bf16,8,4.62,37.39,fine,128,4,1024,8,1.9274,16858,3.3,2.7,medium
49,6144,15,48,128,48,16384,bf16,fp8,16,4.92,40.03,fine,128,4,1024,1,1.9276,35620,3.7,6.2,medium
50,6144,15,48,128,48,16384,bf16,fp8,16,4.92,40.03,fine,128,4,1024,2,1.9276,31640,3.6,4.1,medium
51,6144,15,48,128,48,16384,bf16,fp8,16,4.92,40.03,fine,128,4,1024,4,1.9276,29661,3.6,3.0,medium
52,6144,15,48,128,48,16384,bf16,fp8,16,4.92,40.03,fine,128,4,1024,8,1.9276,28703,3.6,2.5,medium
53,6144,14,48,128,48,16384,bf16,fp8,16,4.62,37.39,fine,128,4,1024,1,1.9375,38142,3.4,5.8,medium
54,6144,14,48,128,48,16384,bf16,fp8,16,4.62,37.39,fine,128,4,1024,2,1.9375,33883,3.4,3.8,medium
55,6144,14,48,128,48,16384,bf16,fp8,16,4.62,37.39,fine,128,4,1024,4,1.9375,31764,3.4,2.8,medium
56,6144,14,48,128,48,16384,bf16,fp8,16,4.62,37.39,fine,128,4,1024,8,1.9375,30739,3.4,2.3,medium
57,6144,15,48,128,48,16384,bf16,fp8,8,4.92,40.03,fine,128,4,1024,1,1.9378,35620,3.1,5.5,medium
58,6144,15,48,128,48,16384,bf16,fp8,8,4.92,40.03,fine,128,4,1024,2,1.9378,31640,3.1,3.4,medium
59,6144,15,48,128,48,16384,bf16,fp8,8,4.92,40.03,fine,128,4,1024,4,1.9378,29661,3.1,2.3,medium
60,6144,15,48,128,48,16384,bf16,fp8,8,4.92,40.03,fine,128,4,1024,8,1.9378,28703,3.1,1.8,medium
61,6144,14,48,128,48,16384,bf16,fp8,8,4.62,37.39,fine,128,4,1024,1,1.9477,38142,2.9,5.1,medium
62,6144,14,48,128,48,16384,bf16,fp8,8,4.62,37.39,fine,128,4,1024,2,1.9477,33883,2.9,3.2,medium
63,6144,14,48,128,48,16384,bf16,fp8,8,4.62,37.39,fine,128,4,1024,4,1.9477,31764,2.9,2.2,medium
64,6144,14,48,128,48,16384,bf16,fp8,8,4.62,37.39,fine,128,4,1024,8,1.9477,30739,2.9,1.7,medium
65,7680,9,120,64,120,20480,bf16,bf16,16,4.74,37.65,fine,128,4,1280,1,1.9972,25079,2.9,10.1,medium
66,7680,9,120,64,120,20480,bf16,bf16,16,4.74,37.65,fine,128,4,1280,2,1.9972,22119,2.9,6.2,medium
67,7680,9,120,64,120,20480,bf16,bf16,16,4.74,37.65,fine,128,4,1280,4,1.9972,21142,2.9,4.2,medium
68,7680,9,120,64,120,20480,bf16,bf16,16,4.74,37.65,fine,128,4,1280,8,1.9972,20436,2.9,3.2,medium
69,7680,9,120,64,120,20480,bf16,bf16,8,4.74,37.65,fine,128,4,1280,1,2.0073,25079,2.5,9.6,medium
70,7680,9,120,64,120,20480,bf16,bf16,8,4.74,37.65,fine,128,4,1280,2,2.0073,22119,2.4,5.6,medium
71,7680,9,120,64,120,20480,bf16,bf16,8,4.74,37.65,fine,128,4,1280,4,2.0073,21142,2.4,3.7,medium
72,7680,9,120,64,120,20480,bf16,bf16,8,4.74,37.65,fine,128,4,1280,8,2.0073,20436,2.4,2.7,medium
73,7680,9,120,64,120,20480,bf16,fp8,16,4.74,37.65,fine,128,4,1280,1,2.0174,41026,2.5,5.6,medium
74,7680,9,120,64,120,20480,bf16,fp8,16,4.74,37.65,fine,128,4,1280,2,2.0174,37201,2.5,3.6,medium
75,7680,9,120,64,120,20480,bf16,fp8,16,4.74,37.65,fine,128,4,1280,4,2.0174,35903,2.5,2.6,medium
76,7680,9,120,64,120,20480,bf16,fp8,16,4.74,37.65,fine,128,4,1280,8,2.0174,34925,2.5,2.1,medium
77,4608,27,72,64,72,12288,bf16,fp8,4,4.88,40.43,fine,128,4,768,8,2.0261,22384,4.6,1.5,medium
78,7680,9,120,64,120,20480,bf16,fp8,8,4.74,37.65,fine,128,4,1280,1,2.0276,41026,2.1,5.1,medium
79,7680,9,120,64,120,20480,bf16,fp8,8,4.74,37.65,fine,128,4,1280,2,2.0276,37201,2.1,3.1,medium
80,7680,9,120,64,120,20480,bf16,fp8,8,4.74,37.65,fine,128,4,1280,4,2.0276,35903,2.1,2.1,medium
81,7680,9,120,64,120,20480,bf16,fp8,8,4.74,37.65,fine,128,4,1280,8,2.0276,34925,2.1,1.6,medium
82,4608,26,72,64,72,12288,bf16,fp8,4,4.71,38.94,fine,128,4,768,8,2.0293,23241,4.5,1.5,medium
83,3072,45,24,128,24,8192,bf16,bf16,16,5.29,5.29,dense,0,0,0,1,2.0294,16588,9.0,3.5,high
84,3072,44,24,128,24,8192,bf16,bf16,16,5.18,5.18,dense,0,0,0,1,2.0301,16964,8.8,3.4,high
85,3072,43,24,128,24,8192,bf16,bf16,16,5.07,5.07,dense,0,0,0,1,2.0307,17358,8.6,3.3,high
86,3072,42,24,128,24,8192,bf16,bf16,16,4.95,4.95,dense,0,0,0,1,2.0315,17770,8.4,3.2,high
87,3072,41,24,128,24,8192,bf16,bf16,16,4.84,4.84,dense,0,0,0,1,2.0323,18203,8.2,3.2,high
88,4608,23,72,64,36,12288,bf16,bf16,16,5.67,5.67,dense,0,0,0,1,2.0340,15549,4.8,2.3,high
89,4608,21,72,64,72,12288,bf16,bf16,16,5.65,5.65,dense,0,0,0,1,2.0352,15349,5.1,3.0,high
90,4608,24,72,64,18,12288,bf16,bf16,16,5.65,5.65,dense,0,0,0,1,2.0353,15153,4.7,1.9,high
91,3072,49,24,128,12,8192,bf16,bf16,16,5.28,5.28,dense,0,0,0,1,2.0368,15935,8.5,2.5,high
92,3072,48,24,128,12,8192,bf16,bf16,16,5.18,5.18,dense,0,0,0,1,2.0372,16266,8.3,2.4,high
93,3072,47,24,128,12,8192,bf16,bf16,16,5.08,5.08,dense,0,0,0,1,2.0377,16612,8.1,2.4,high
94,3072,46,24,128,12,8192,bf16,bf16,16,4.97,4.97,dense,0,0,0,1,2.0382,16972,8.0,2.4,high
95,4608,22,72,64,36,12288,bf16,bf16,16,5.43,5.43,dense,0,0,0,1,2.0384,16254,4.6,2.2,high
96,3072,45,24,128,12,8192,bf16,bf16,16,4.87,4.87,dense,0,0,0,1,2.0388,17348,7.8,2.3,high
97,4608,24,72,64,9,12288,bf16,bf16,16,5.52,5.52,dense,0,0,0,1,2.0390,15394,4.5,1.7,high
98,4608,23,72,64,18,12288,bf16,bf16,16,5.42,5.42,dense,0,0,0,1,2.0393,15810,4.5,1.8,high
99,4608,20,72,64,72,12288,bf16,bf16,16,5.39,5.39,dense,0,0,0,1,2.0404,16115,4.8,2.8,high
100,3072,43,24,128,24,8192,bf16,bf16,8,5.07,5.07,dense,0,0,0,1,2.0408,17358,7.8,2.3,high
101,3072,42,24,128,24,8192,bf16,bf16,8,4.95,4.95,dense,0,0,0,1,2.0416,17770,7.6,2.3,high
102,3072,41,24,128,24,8192,bf16,bf16,8,4.84,4.84,dense,0,0,0,1,2.0424,18203,7.4,2.2,high
103,4608,23,72,64,9,12288,bf16,bf16,16,5.3,5.3,dense,0,0,0,1,2.0431,16061,4.3,1.6,high
104,4608,21,72,64,36,12288,bf16,bf16,16,5.2,5.2,dense,0,0,0,1,2.0431,17026,4.4,2.1,high
105,4608,22,72,64,18,12288,bf16,bf16,16,5.2,5.2,dense,0,0,0,1,2.0437,16526,4.3,1.8,high
106,4608,19,72,64,72,12288,bf16,bf16,16,5.14,5.14,dense,0,0,0,1,2.0461,16960,4.6,2.7,high
107,3072,48,24,128,12,8192,bf16,bf16,8,5.18,5.18,dense,0,0,0,1,2.0473,16266,8.0,1.9,high
108,4608,22,72,64,9,12288,bf16,bf16,16,5.08,5.08,dense,0,0,0,1,2.0475,16789,4.1,1.6,high
109,3072,47,24,128,12,8192,bf16,bf16,8,5.08,5.08,dense,0,0,0,1,2.0478,16612,7.8,1.8,high
110,3072,46,24,128,12,8192,bf16,bf16,8,4.97,4.97,dense,0,0,0,1,2.0483,16972,7.7,1.8,high
111,4608,20,72,64,36,12288,bf16,bf16,16,4.97,4.97,dense,0,0,0,1,2.0483,17874,4.2,2.0,high
112,4608,21,72,64,18,12288,bf16,bf16,16,4.98,4.98,dense,0,0,0,1,2.0485,17311,4.1,1.7,high
113,3072,45,24,128,12,8192,bf16,bf16,8,4.87,4.87,dense,0,0,0,1,2.0489,17348,7.5,1.8,high
114,6144,15,48,128,48,16384,bf16,fp8,4,4.92,40.03,fine,128,4,1024,8,2.0490,28703,2.8,1.4,low
115,3072,45,24,128,24,8192,bf16,fp8,16,5.29,5.29,dense,0,0,0,1,2.0496,26963,8.5,2.8,high
116,3072,44,24,128,24,8192,bf16,fp8,16,5.18,5.18,dense,0,0,0,1,2.0502,27574,8.3,2.7,high
117,3072,43,24,128,24,8192,bf16,fp8,16,5.07,5.07,dense,0,0,0,1,2.0509,28213,8.1,2.7,high
118,3072,42,24,128,24,8192,bf16,fp8,16,4.95,4.95,dense,0,0,0,1,2.0517,28882,7.9,2.6,high
119,4608,18,72,64,72,12288,bf16,bf16,16,4.88,4.88,dense,0,0,0,1,2.0523,17899,4.4,2.6,high
120,4608,21,72,64,9,12288,bf16,bf16,16,4.87,4.87,dense,0,0,0,1,2.0523,17586,3.9,1.5,high
121,3072,41,24,128,24,8192,bf16,fp8,16,4.84,4.84,dense,0,0,0,1,2.0525,29584,7.7,2.5,high
