rank,selected,is_baseline,changes,risk_label,risk_score,quality_preserving,move_class,quality_risk_pct,tp,d_model,n_layers,n_heads,d_head,n_kv_heads,ffn_dim,ffn_precision,kv_bits,params_B,predicted_loss,training_tps,serving_tbt_ms,serving_ttft_ms,memory_gb,kv_cache_gb,confidence
234,False,False,n_layers: 32 -> 31; n_kv_heads: 8 -> 1; ffn_dim: 14336 -> 15744; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 8,high,4.75,False,precision,3.344,8,4096,31,32,128,1,15744,fp8,8,7.33,2.0924,21839,5.13,17.45,0.94,0.008,medium
235,False,False,n_layers: 32 -> 30; n_kv_heads: 8 -> 1; ffn_dim: 14336 -> 13632; ffn_precision: bf16 -> fp8,high,4.5,False,precision,3.347,8,4096,30,32,128,1,13632,fp8,16,6.33,2.0924,24246,4.94,15.79,0.83,0.015,medium
236,False,False,n_kv_heads: 8 -> 1; ffn_dim: 14336 -> 15040; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 8,high,3.5,False,precision,3.363,8,4096,32,32,128,1,15040,fp8,8,7.28,2.0928,21660,5.27,17.62,0.93,0.008,medium
237,False,False,n_layers: 32 -> 31; n_kv_heads: 8 -> 1; ffn_dim: 14336 -> 12928; ffn_precision: bf16 -> fp8,high,4.25,False,precision,3.386,8,4096,31,32,128,1,12928,fp8,16,6.26,2.0932,24065,5.08,15.94,0.82,0.015,medium
238,False,False,n_layers: 32 -> 33; n_kv_heads: 8 -> 1; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 8,high,3.75,False,precision,3.397,8,4096,33,32,128,1,14336,fp8,8,7.22,2.0935,21515,5.41,17.77,0.93,0.008,medium
239,False,False,n_layers: 32 -> 34; n_kv_heads: 8 -> 1; ffn_dim: 14336 -> 13632; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 8,high,5.0,False,precision,3.447,8,4096,34,32,128,1,13632,fp8,8,7.13,2.0945,21403,5.54,17.89,0.92,0.008,medium
240,False,False,n_layers: 32 -> 30; n_kv_heads: 8 -> 1; ffn_dim: 14336 -> 15744; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 8,high,5.5,False,precision,3.454,8,4096,30,32,128,1,15744,fp8,8,7.1,2.0946,22565,4.96,16.89,0.91,0.007,medium
241,False,False,n_layers: 32 -> 31; n_kv_heads: 8 -> 1; ffn_dim: 14336 -> 15040; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 8,high,4.25,False,precision,3.466,8,4096,31,32,128,1,15040,fp8,8,7.06,2.0949,22356,5.1,17.07,0.91,0.008,medium
242,False,False,n_kv_heads: 8 -> 1; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 8,high,3.0,False,precision,3.493,8,4096,32,32,128,1,14336,fp8,8,7.01,2.0954,22185,5.24,17.23,0.9,0.008,medium
243,False,False,n_layers: 32 -> 33; n_kv_heads: 8 -> 1; ffn_dim: 14336 -> 13632; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 8,high,4.25,False,precision,3.536,8,4096,33,32,128,1,13632,fp8,8,6.93,2.0963,22050,5.38,17.37,0.89,0.008,medium
244,False,False,n_layers: 32 -> 30; n_kv_heads: 8 -> 1; ffn_dim: 14336 -> 15040; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 8,high,5.0,False,precision,3.576,8,4096,30,32,128,1,15040,fp8,8,6.84,2.0971,23099,4.94,16.52,0.88,0.007,medium
245,False,False,n_layers: 32 -> 31; n_kv_heads: 8 -> 1; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 8,high,3.75,False,precision,3.596,8,4096,31,32,128,1,14336,fp8,8,6.8,2.0975,22898,5.08,16.69,0.88,0.008,medium
246,False,False,n_kv_heads: 8 -> 1; ffn_dim: 14336 -> 13632; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 8,high,3.5,False,precision,3.633,8,4096,32,32,128,1,13632,fp8,8,6.73,2.0982,22736,5.22,16.84,0.87,0.008,medium
247,False,False,n_layers: 32 -> 33; n_kv_heads: 8 -> 1; ffn_dim: 14336 -> 12928; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 8,high,4.75,False,precision,3.686,8,4096,33,32,128,1,12928,fp8,8,6.65,2.0993,22611,5.36,16.96,0.86,0.008,medium
248,False,False,n_layers: 32 -> 30; n_kv_heads: 8 -> 1; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 8,high,4.5,False,precision,3.707,8,4096,30,32,128,1,14336,fp8,8,6.59,2.0997,23659,4.92,16.16,0.85,0.007,medium
249,False,False,n_layers: 32 -> 31; n_kv_heads: 8 -> 1; ffn_dim: 14336 -> 13632; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 8,high,4.25,False,precision,3.736,8,4096,31,32,128,1,13632,fp8,8,6.53,2.1003,23467,5.06,16.32,0.85,0.008,medium
250,False,False,n_kv_heads: 8 -> 1; ffn_dim: 14336 -> 12928; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 8,high,4.0,False,precision,3.783,8,4096,32,32,128,1,12928,fp8,8,6.45,2.1013,23315,5.19,16.45,0.84,0.008,medium
251,False,False,n_layers: 32 -> 30; n_kv_heads: 8 -> 1; ffn_dim: 14336 -> 13632; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 8,high,5.0,False,precision,3.848,8,4096,30,32,128,1,13632,fp8,8,6.33,2.1026,24246,4.89,15.79,0.82,0.007,medium
252,False,False,n_layers: 32 -> 31; n_kv_heads: 8 -> 1; ffn_dim: 14336 -> 12928; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 8,high,4.75,False,precision,3.887,8,4096,31,32,128,1,12928,fp8,8,6.26,2.1034,24065,5.03,15.94,0.81,0.008,medium
253,False,False,ffn_dim: 14336 -> 15040; kv_cache_bits: 16 -> 4,medium,2.0,False,precision,5.862,8,4096,32,32,128,8,15040,bf16,4,7.52,2.1434,11562,5.89,34.54,1.94,0.031,high
254,False,False,kv_cache_bits: 16 -> 4,medium,1.5,False,precision,5.988,8,4096,32,32,128,8,14336,bf16,4,7.24,2.1459,11878,5.84,33.64,1.87,0.031,high
255,False,False,n_layers: 32 -> 31; kv_cache_bits: 16 -> 4,medium,2.25,False,precision,6.093,8,4096,31,32,128,8,14336,bf16,4,7.02,2.148,12260,5.66,32.59,1.82,0.03,high
256,False,False,ffn_dim: 14336 -> 13632; kv_cache_bits: 16 -> 4,medium,2.0,False,precision,6.122,8,4096,32,32,128,8,13632,bf16,4,6.96,2.1486,12212,5.79,32.74,1.81,0.031,high
257,False,False,ffn_dim: 14336 -> 15040; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 4,medium,2.5,False,precision,6.859,8,4096,32,32,128,8,15040,fp8,4,7.52,2.1636,21595,5.24,17.62,0.98,0.031,medium
258,False,False,n_layers: 32 -> 31; ffn_dim: 14336 -> 15040; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 4,high,3.25,False,precision,6.964,8,4096,31,32,128,8,15040,fp8,4,7.29,2.1657,22289,5.08,17.07,0.96,0.03,medium
259,False,False,ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 4,medium,2.0,False,precision,6.985,8,4096,32,32,128,8,14336,fp8,4,7.24,2.1661,22117,5.22,17.23,0.95,0.031,medium
260,False,False,n_layers: 32 -> 30; ffn_dim: 14336 -> 15040; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 4,high,4.0,False,precision,7.078,8,4096,30,32,128,8,15040,fp8,4,7.07,2.168,23029,4.92,16.52,0.93,0.029,medium
261,False,False,n_layers: 32 -> 31; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 4,high,2.75,False,precision,7.092,8,4096,31,32,128,8,14336,fp8,4,7.02,2.1683,22828,5.06,16.69,0.93,0.03,medium
262,False,False,ffn_dim: 14336 -> 13632; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 4,medium,2.5,False,precision,7.121,8,4096,32,32,128,8,13632,fp8,4,6.96,2.1689,22665,5.19,16.84,0.92,0.031,medium
263,False,False,n_layers: 32 -> 30; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 4,high,3.5,False,precision,7.206,8,4096,30,32,128,8,14336,fp8,4,6.81,2.1706,23586,4.89,16.16,0.9,0.029,medium
264,False,False,n_layers: 32 -> 31; ffn_dim: 14336 -> 13632; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 4,high,3.25,False,precision,7.228,8,4096,31,32,128,8,13632,fp8,4,6.76,2.171,23393,5.03,16.32,0.89,0.03,medium
265,False,False,ffn_dim: 14336 -> 12928; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 4,high,3.0,False,precision,7.267,8,4096,32,32,128,8,12928,fp8,4,6.69,2.1718,23240,5.17,16.45,0.89,0.031,medium
266,False,False,n_layers: 32 -> 30; ffn_dim: 14336 -> 13632; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 4,high,4.0,False,precision,7.343,8,4096,30,32,128,8,13632,fp8,4,6.55,2.1734,24170,4.87,15.79,0.87,0.029,medium
267,False,False,n_layers: 32 -> 31; ffn_dim: 14336 -> 12928; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 4,high,3.75,False,precision,7.375,8,4096,31,32,128,8,12928,fp8,4,6.49,2.174,23987,5.01,15.94,0.86,0.03,medium
268,False,False,n_layers: 32 -> 30; ffn_dim: 14336 -> 12928; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 4,high,4.5,False,precision,7.49,8,4096,30,32,128,8,12928,fp8,4,6.29,2.1763,24784,4.85,15.42,0.84,0.029,medium
269,False,False,n_layers: 32 -> 34; n_kv_heads: 8 -> 1; ffn_dim: 14336 -> 15744; kv_cache_bits: 16 -> 4,high,6.0,False,precision,7.536,8,4096,34,32,128,1,15744,bf16,4,8.02,2.1773,10617,6.31,37.66,2.03,0.004,medium
270,False,False,n_layers: 32 -> 33; n_kv_heads: 8 -> 1; ffn_dim: 14336 -> 15744; kv_cache_bits: 16 -> 4,high,5.25,False,precision,7.628,8,4096,33,32,128,1,15744,bf16,4,7.79,2.1791,10938,6.13,36.55,1.97,0.004,medium
271,False,False,n_layers: 32 -> 34; n_kv_heads: 8 -> 1; ffn_dim: 14336 -> 15040; kv_cache_bits: 16 -> 4,high,5.5,False,precision,7.661,8,4096,34,32,128,1,15040,bf16,4,7.72,2.1798,10900,6.26,36.7,1.96,0.004,medium
272,False,False,n_kv_heads: 8 -> 1; ffn_dim: 14336 -> 15744; kv_cache_bits: 16 -> 4,high,4.5,False,precision,7.727,8,4096,32,32,128,1,15744,bf16,4,7.56,2.1811,11280,5.94,35.44,1.92,0.004,medium
273,False,False,n_layers: 32 -> 33; n_kv_heads: 8 -> 1; ffn_dim: 14336 -> 15040; kv_cache_bits: 16 -> 4,high,4.75,False,precision,7.754,8,4096,33,32,128,1,15040,bf16,4,7.5,2.1817,11230,6.08,35.62,1.91,0.004,medium
274,False,False,n_layers: 32 -> 34; n_kv_heads: 8 -> 1; kv_cache_bits: 16 -> 4,high,5.0,False,precision,7.795,8,4096,34,32,128,1,14336,bf16,4,7.43,2.1825,11199,6.21,35.74,1.89,0.004,medium
275,False,False,n_layers: 32 -> 31; n_kv_heads: 8 -> 1; ffn_dim: 14336 -> 15744; kv_cache_bits: 16 -> 4,high,5.25,False,precision,7.833,8,4096,31,32,128,1,15744,bf16,4,7.33,2.1833,11643,5.76,34.33,1.87,0.004,medium
276,False,False,n_kv_heads: 8 -> 1; ffn_dim: 14336 -> 15040; kv_cache_bits: 16 -> 4,high,4.0,False,precision,7.853,8,4096,32,32,128,1,15040,bf16,4,7.28,2.1837,11580,5.89,34.54,1.86,0.004,medium
277,False,False,n_layers: 32 -> 33; n_kv_heads: 8 -> 1; kv_cache_bits: 16 -> 4,high,4.25,False,precision,7.888,8,4096,33,32,128,1,14336,bf16,4,7.22,2.1844,11538,6.03,34.69,1.84,0.004,medium
278,False,False,n_layers: 32 -> 34; n_kv_heads: 8 -> 1; ffn_dim: 14336 -> 13632; kv_cache_bits: 16 -> 4,high,5.5,False,precision,7.94,8,4096,34,32,128,1,13632,bf16,4,7.13,2.1854,11514,6.16,34.79,1.82,0.004,medium
279,False,False,n_layers: 32 -> 30; n_kv_heads: 8 -> 1; ffn_dim: 14336 -> 15744; kv_cache_bits: 16 -> 4,high,6.0,False,precision,7.947,8,4096,30,32,128,1,15744,bf16,4,7.1,2.1856,12030,5.57,33.23,1.81,0.004,medium
280,False,False,n_layers: 32 -> 31; n_kv_heads: 8 -> 1; ffn_dim: 14336 -> 15040; kv_cache_bits: 16 -> 4,high,4.75,False,precision,7.96,8,4096,31,32,128,1,15040,bf16,4,7.06,2.1858,11953,5.71,33.46,1.8,0.004,medium
281,False,False,n_kv_heads: 8 -> 1; kv_cache_bits: 16 -> 4,high,3.5,False,precision,7.988,8,4096,32,32,128,1,14336,bf16,4,7.01,2.1864,11898,5.84,33.64,1.79,0.004,medium
282,False,False,n_layers: 32 -> 33; n_kv_heads: 8 -> 1; ffn_dim: 14336 -> 13632; kv_cache_bits: 16 -> 4,high,4.75,False,precision,8.033,8,4096,33,32,128,1,13632,bf16,4,6.93,2.1873,11863,5.97,33.76,1.77,0.004,medium
283,False,False,n_layers: 32 -> 30; n_kv_heads: 8 -> 1; ffn_dim: 14336 -> 15040; kv_cache_bits: 16 -> 4,high,5.5,False,precision,8.075,8,4096,30,32,128,1,15040,bf16,4,6.84,2.1882,12351,5.52,32.38,1.75,0.004,medium
284,False,False,n_layers: 32 -> 34; n_kv_heads: 8 -> 1; ffn_dim: 14336 -> 12928; kv_cache_bits: 16 -> 4,high,6.0,False,precision,8.095,8,4096,34,32,128,1,12928,bf16,4,6.84,2.1886,11848,6.1,33.83,1.75,0.004,medium
285,False,False,n_layers: 32 -> 31; n_kv_heads: 8 -> 1; kv_cache_bits: 16 -> 4,high,4.25,False,precision,8.096,8,4096,31,32,128,1,14336,bf16,4,6.8,2.1886,12281,5.66,32.59,1.74,0.004,medium
286,False,False,n_kv_heads: 8 -> 1; ffn_dim: 14336 -> 13632; kv_cache_bits: 16 -> 4,high,4.0,False,precision,8.134,8,4096,32,32,128,1,13632,bf16,4,6.73,2.1894,12233,5.79,32.74,1.73,0.004,medium
287,False,False,n_layers: 32 -> 33; n_kv_heads: 8 -> 1; ffn_dim: 14336 -> 12928; kv_cache_bits: 16 -> 4,high,5.25,False,precision,8.189,8,4096,33,32,128,1,12928,bf16,4,6.65,2.1905,12206,5.92,32.83,1.71,0.004,medium
288,False,False,n_layers: 32 -> 30; n_kv_heads: 8 -> 1; kv_cache_bits: 16 -> 4,high,5.0,False,precision,8.212,8,4096,30,32,128,1,14336,bf16,4,6.59,2.1909,12689,5.48,31.54,1.69,0.004,medium
289,False,False,n_layers: 32 -> 31; n_kv_heads: 8 -> 1; ffn_dim: 14336 -> 13632; kv_cache_bits: 16 -> 4,high,4.75,False,precision,8.242,8,4096,31,32,128,1,13632,bf16,4,6.53,2.1916,12626,5.61,31.72,1.68,0.004,medium
290,False,False,n_kv_heads: 8 -> 1; ffn_dim: 14336 -> 12928; kv_cache_bits: 16 -> 4,high,4.5,False,precision,8.291,8,4096,32,32,128,1,12928,bf16,4,6.45,2.1925,12587,5.74,31.84,1.66,0.004,medium
291,False,False,n_layers: 32 -> 30; n_kv_heads: 8 -> 1; ffn_dim: 14336 -> 13632; kv_cache_bits: 16 -> 4,high,5.5,False,precision,8.359,8,4096,30,32,128,1,13632,bf16,4,6.33,2.1939,13046,5.43,30.69,1.63,0.004,medium
292,False,False,n_layers: 32 -> 31; n_kv_heads: 8 -> 1; ffn_dim: 14336 -> 12928; kv_cache_bits: 16 -> 4,high,5.25,False,precision,8.399,8,4096,31,32,128,1,12928,bf16,4,6.26,2.1947,12992,5.56,30.84,1.62,0.004,medium
293,False,False,n_layers: 32 -> 34; n_kv_heads: 8 -> 1; ffn_dim: 14336 -> 15744; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 4,high,6.5,False,precision,8.531,8,4096,34,32,128,1,15744,fp8,4,8.02,2.1974,19918,5.6,19.14,1.02,0.004,low
294,False,False,n_layers: 32 -> 33; n_kv_heads: 8 -> 1; ffn_dim: 14336 -> 15744; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 4,high,5.75,False,precision,8.623,8,4096,33,32,128,1,15744,fp8,4,7.79,2.1993,20520,5.43,18.58,0.99,0.004,low
295,False,False,n_layers: 32 -> 34; n_kv_heads: 8 -> 1; ffn_dim: 14336 -> 15040; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 4,high,6.0,False,precision,8.657,8,4096,34,32,128,1,15040,fp8,4,7.72,2.2,20390,5.57,18.73,0.98,0.004,low
296,False,False,n_kv_heads: 8 -> 1; ffn_dim: 14336 -> 15744; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 4,high,5.0,False,precision,8.723,8,4096,32,32,128,1,15744,fp8,4,7.56,2.2013,21159,5.27,18.02,0.96,0.004,low
297,False,False,n_layers: 32 -> 33; n_kv_heads: 8 -> 1; ffn_dim: 14336 -> 15040; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 4,high,5.25,False,precision,8.75,8,4096,33,32,128,1,15040,fp8,4,7.5,2.2019,21006,5.41,18.17,0.96,0.004,low
298,False,False,n_layers: 32 -> 34; n_kv_heads: 8 -> 1; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 4,high,5.5,False,precision,8.793,8,4096,34,32,128,1,14336,fp8,4,7.43,2.2027,20884,5.55,18.31,0.95,0.004,low
299,False,False,n_layers: 32 -> 31; n_kv_heads: 8 -> 1; ffn_dim: 14336 -> 15744; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 4,high,5.75,False,precision,8.83,8,4096,31,32,128,1,15744,fp8,4,7.33,2.2035,21839,5.1,17.45,0.94,0.004,low
300,False,False,n_kv_heads: 8 -> 1; ffn_dim: 14336 -> 15040; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 4,high,4.5,False,precision,8.851,8,4096,32,32,128,1,15040,fp8,4,7.28,2.2039,21660,5.24,17.62,0.93,0.004,low
301,False,False,n_layers: 32 -> 33; n_kv_heads: 8 -> 1; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 4,high,4.75,False,precision,8.886,8,4096,33,32,128,1,14336,fp8,4,7.22,2.2046,21515,5.38,17.77,0.92,0.004,low
302,False,False,n_layers: 32 -> 34; n_kv_heads: 8 -> 1; ffn_dim: 14336 -> 13632; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 4,high,6.0,False,precision,8.938,8,4096,34,32,128,1,13632,fp8,4,7.13,2.2057,21403,5.52,17.89,0.91,0.004,low
303,False,False,n_layers: 32 -> 30; n_kv_heads: 8 -> 1; ffn_dim: 14336 -> 15744; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 4,high,6.5,False,precision,8.946,8,4096,30,32,128,1,15744,fp8,4,7.1,2.2058,22565,4.94,16.89,0.91,0.004,low
304,False,False,n_layers: 32 -> 31; n_kv_heads: 8 -> 1; ffn_dim: 14336 -> 15040; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 4,high,5.25,False,precision,8.959,8,4096,31,32,128,1,15040,fp8,4,7.06,2.2061,22356,5.08,17.07,0.9,0.004,low
305,False,False,n_kv_heads: 8 -> 1; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 4,high,4.0,False,precision,8.987,8,4096,32,32,128,1,14336,fp8,4,7.01,2.2067,22185,5.22,17.23,0.9,0.004,low
306,False,False,n_layers: 32 -> 33; n_kv_heads: 8 -> 1; ffn_dim: 14336 -> 13632; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 4,high,5.25,False,precision,9.033,8,4096,33,32,128,1,13632,fp8,4,6.93,2.2076,22050,5.36,17.37,0.89,0.004,low
307,False,False,n_layers: 32 -> 30; n_kv_heads: 8 -> 1; ffn_dim: 14336 -> 15040; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 4,high,6.0,False,precision,9.075,8,4096,30,32,128,1,15040,fp8,4,6.84,2.2084,23099,4.92,16.52,0.88,0.004,low
308,False,False,n_layers: 32 -> 34; n_kv_heads: 8 -> 1; ffn_dim: 14336 -> 12928; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 4,high,6.5,False,precision,9.095,8,4096,34,32,128,1,12928,fp8,4,6.84,2.2088,21949,5.49,17.48,0.88,0.004,low
309,False,False,n_layers: 32 -> 31; n_kv_heads: 8 -> 1; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 4,high,4.75,False,precision,9.096,8,4096,31,32,128,1,14336,fp8,4,6.8,2.2088,22898,5.06,16.69,0.87,0.004,low
310,False,False,n_kv_heads: 8 -> 1; ffn_dim: 14336 -> 13632; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 4,high,4.5,False,precision,9.134,8,4096,32,32,128,1,13632,fp8,4,6.73,2.2096,22736,5.19,16.84,0.87,0.004,low
311,False,False,n_layers: 32 -> 33; n_kv_heads: 8 -> 1; ffn_dim: 14336 -> 12928; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 4,high,5.75,False,precision,9.19,8,4096,33,32,128,1,12928,fp8,4,6.65,2.2108,22611,5.33,16.96,0.86,0.004,low
312,False,False,n_layers: 32 -> 30; n_kv_heads: 8 -> 1; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 4,high,5.5,False,precision,9.213,8,4096,30,32,128,1,14336,fp8,4,6.59,2.2112,23659,4.89,16.16,0.85,0.004,low
313,False,False,n_layers: 32 -> 31; n_kv_heads: 8 -> 1; ffn_dim: 14336 -> 13632; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 4,high,5.25,False,precision,9.243,8,4096,31,32,128,1,13632,fp8,4,6.53,2.2118,23467,5.03,16.32,0.84,0.004,low
314,False,False,n_kv_heads: 8 -> 1; ffn_dim: 14336 -> 12928; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 4,high,5.0,False,precision,9.292,8,4096,32,32,128,1,12928,fp8,4,6.45,2.2128,23315,5.17,16.45,0.83,0.004,low
315,False,False,n_layers: 32 -> 30; n_kv_heads: 8 -> 1; ffn_dim: 14336 -> 13632; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 4,high,6.0,False,precision,9.361,8,4096,30,32,128,1,13632,fp8,4,6.33,2.2142,24246,4.87,15.79,0.82,0.004,low
316,False,False,n_layers: 32 -> 31; n_kv_heads: 8 -> 1; ffn_dim: 14336 -> 12928; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 4,high,5.75,False,precision,9.402,8,4096,31,32,128,1,12928,fp8,4,6.26,2.2151,24065,5.01,15.94,0.81,0.004,low
