rank,d_model,n_layers,n_heads,d_head,n_kv_heads,ffn_dim,weight_prec,ffn_prec,kv_bits,active_params_B,total_params_B,moe_style,n_experts,top_k,expert_dim,ep,predicted_loss,training_tps,serving_tbt_ms,memory_gb,confidence
36,4608,32,72,64,18,12288,bf16,fp8,16,7.43,7.43,dense,0,0,0,1,2.0588,21094,5.6,1.5,high
37,4608,29,72,64,9,12288,bf16,bf16,8,6.61,6.61,dense,0,0,0,1,2.0595,12745,5.4,1.8,high
38,6144,17,48,128,12,16384,bf16,bf16,16,7.13,7.13,dense,0,0,0,1,2.0605,13767,3.8,2.3,high
39,4608,33,72,64,9,12288,bf16,fp8,16,7.48,7.48,dense,0,0,0,1,2.0605,20780,5.6,1.2,medium
40,4608,29,72,64,36,12288,bf16,fp8,16,7.07,7.07,dense,0,0,0,1,2.0607,22863,5.4,1.9,high
41,4608,31,72,64,18,12288,bf16,fp8,16,7.21,7.21,dense,0,0,0,1,2.0610,21771,5.4,1.5,high
42,4608,26,72,64,72,12288,bf16,fp8,16,6.92,6.92,dense,0,0,0,1,2.0618,23514,5.7,2.7,high
43,4608,32,72,64,9,12288,bf16,fp8,16,7.26,7.26,dense,0,0,0,1,2.0625,21427,5.4,1.2,medium
44,6144,18,48,128,12,16384,bf16,bf16,8,7.53,7.53,dense,0,0,0,1,2.0633,13004,3.9,2.2,high
45,4608,30,72,64,18,12288,bf16,fp8,16,6.98,6.98,dense,0,0,0,1,2.0634,22494,5.2,1.4,high
46,4608,28,72,64,36,12288,bf16,fp8,16,6.84,6.84,dense,0,0,0,1,2.0634,23676,5.2,1.9,high
47,6144,16,48,128,24,16384,bf16,bf16,16,7.04,7.04,dense,0,0,0,1,2.0639,14233,4.0,2.6,high
48,4608,31,72,64,9,12288,bf16,fp8,16,7.04,7.04,dense,0,0,0,1,2.0648,22116,5.2,1.2,medium
49,4608,25,72,64,72,12288,bf16,fp8,16,6.67,6.67,dense,0,0,0,1,2.0652,24451,5.5,2.6,high
50,4608,29,72,64,18,12288,bf16,fp8,16,6.76,6.76,dense,0,0,0,1,2.0659,23267,5.1,1.4,high
51,4608,27,72,64,36,12288,bf16,fp8,16,6.6,6.6,dense,0,0,0,1,2.0663,24549,5.1,1.8,high
52,6144,19,48,128,12,16384,bf16,fp8,16,7.92,7.92,dense,0,0,0,1,2.0667,23640,3.6,1.5,medium
53,4608,30,72,64,9,12288,bf16,fp8,16,6.82,6.82,dense,0,0,0,1,2.0671,22850,5.0,1.1,medium
54,6144,16,48,128,12,16384,bf16,bf16,16,6.74,6.74,dense,0,0,0,1,2.0686,14624,3.6,2.2,high
55,4608,28,72,64,18,12288,bf16,fp8,16,6.54,6.54,dense,0,0,0,1,2.0686,24094,4.9,1.3,high
56,6144,18,48,128,24,16384,bf16,fp8,16,7.87,7.87,dense,0,0,0,1,2.0687,24246,3.9,1.9,medium
57,4608,24,72,64,72,12288,bf16,fp8,16,6.41,6.41,dense,0,0,0,1,2.0689,25465,5.3,2.5,high
58,4608,29,72,64,9,12288,bf16,fp8,16,6.61,6.61,dense,0,0,0,1,2.0697,23635,4.9,1.1,medium
59,6144,17,48,128,12,16384,bf16,bf16,8,7.13,7.13,dense,0,0,0,1,2.0706,13767,3.7,2.1,high
60,4608,33,72,64,9,12288,bf16,fp8,8,7.48,7.48,dense,0,0,0,1,2.0706,20780,5.5,1.1,medium
61,4608,32,72,64,9,12288,bf16,fp8,8,7.26,7.26,dense,0,0,0,1,2.0727,21427,5.3,1.1,medium
62,6144,15,48,128,24,16384,bf16,bf16,16,6.62,6.62,dense,0,0,0,1,2.0728,15179,3.8,2.5,high
63,6144,18,48,128,12,16384,bf16,fp8,16,7.53,7.53,dense,0,0,0,1,2.0734,24946,3.4,1.4,medium
64,4608,31,72,64,9,12288,bf16,fp8,8,7.04,7.04,dense,0,0,0,1,2.0749,22116,5.1,1.0,medium
65,4608,25,72,64,72,12288,bf16,fp8,8,6.67,6.67,dense,0,0,0,1,2.0753,24451,4.8,1.7,high
66,6144,17,48,128,24,16384,bf16,fp8,16,7.45,7.45,dense,0,0,0,1,2.0760,25664,3.7,1.8,medium
67,4608,27,72,64,36,12288,bf16,fp8,8,6.6,6.6,dense,0,0,0,1,2.0765,24549,4.7,1.3,high
68,6144,19,48,128,12,16384,bf16,fp8,8,7.92,7.92,dense,0,0,0,1,2.0768,23640,3.5,1.3,medium
69,4608,30,72,64,9,12288,bf16,fp8,8,6.82,6.82,dense,0,0,0,1,2.0772,22850,5.0,1.0,medium
70,6144,15,48,128,12,16384,bf16,bf16,16,6.34,6.34,dense,0,0,0,1,2.0776,15596,3.4,2.1,high
71,6144,17,96,64,12,16384,bf16,bf16,16,6.97,6.97,dense,0,0,0,1,2.0785,13785,3.7,2.1,medium
72,6144,16,48,128,12,16384,bf16,bf16,8,6.74,6.74,dense,0,0,0,1,2.0787,14624,3.5,2.0,high
73,4608,28,72,64,18,12288,bf16,fp8,8,6.54,6.54,dense,0,0,0,1,2.0788,24094,4.7,1.1,high
74,4608,24,72,64,72,12288,bf16,fp8,8,6.41,6.41,dense,0,0,0,1,2.0790,25465,4.6,1.7,high
75,4608,29,72,64,9,12288,bf16,fp8,8,6.61,6.61,dense,0,0,0,1,2.0798,23635,4.8,1.0,medium
76,6144,17,48,128,12,16384,bf16,fp8,16,7.13,7.13,dense,0,0,0,1,2.0807,26404,3.2,1.3,medium
77,6144,14,48,128,24,16384,bf16,bf16,16,6.21,6.21,dense,0,0,0,1,2.0828,16259,3.5,2.3,high
78,6144,18,48,128,12,16384,bf16,fp8,8,7.53,7.53,dense,0,0,0,1,2.0834,24946,3.3,1.2,medium
79,6144,16,48,128,24,16384,bf16,fp8,16,7.04,7.04,dense,0,0,0,1,2.0841,27258,3.5,1.7,medium
80,6144,16,96,64,12,16384,bf16,bf16,16,6.58,6.58,dense,0,0,0,1,2.0867,14643,3.5,2.0,medium
81,6144,15,48,128,12,16384,bf16,bf16,8,6.34,6.34,dense,0,0,0,1,2.0877,15596,3.3,1.9,high
82,6144,16,48,128,12,16384,bf16,fp8,16,6.74,6.74,dense,0,0,0,1,2.0888,28044,3.0,1.3,medium
83,6144,17,48,128,12,16384,bf16,fp8,8,7.13,7.13,dense,0,0,0,1,2.0908,26404,3.1,1.1,medium
84,6144,14,48,128,24,16384,bf16,bf16,8,6.21,6.21,dense,0,0,0,1,2.0930,16259,3.3,2.0,high
85,6144,15,48,128,24,16384,bf16,fp8,16,6.62,6.62,dense,0,0,0,1,2.0931,29062,3.2,1.6,medium
86,6144,19,96,64,12,16384,bf16,fp8,8,7.75,7.75,dense,0,0,0,1,2.0947,23700,3.4,1.1,low
87,6144,15,96,64,12,16384,bf16,bf16,16,6.2,6.2,dense,0,0,0,1,2.0957,15616,3.3,1.9,medium
88,6144,14,24,256,12,16384,bf16,bf16,16,6.21,6.21,dense,0,0,0,1,2.0975,16458,3.3,2.3,high
89,6144,15,48,128,12,16384,bf16,fp8,16,6.34,6.34,dense,0,0,0,1,2.0979,29900,2.8,1.2,medium
90,4608,33,72,64,1,12288,bf16,fp8,16,7.32,7.32,dense,0,0,0,1,2.0981,20820,5.6,1.0,medium
91,6144,17,96,64,12,16384,bf16,fp8,16,6.97,6.97,dense,0,0,0,1,2.0988,26471,3.1,1.1,low
92,6144,16,48,128,12,16384,bf16,fp8,8,6.74,6.74,dense,0,0,0,1,2.0990,28044,2.9,1.1,medium
93,4608,32,72,64,1,12288,bf16,fp8,16,7.11,7.11,dense,0,0,0,1,2.1002,21468,5.4,0.9,medium
94,6144,18,96,64,12,16384,bf16,fp8,8,7.36,7.36,dense,0,0,0,1,2.1015,25009,3.2,1.1,low
95,4608,31,72,64,1,12288,bf16,fp8,16,6.9,6.9,dense,0,0,0,1,2.1024,22158,5.2,0.9,medium
96,6144,14,48,128,24,16384,bf16,fp8,16,6.21,6.21,dense,0,0,0,1,2.1032,31123,3.0,1.5,medium
97,4608,30,72,64,1,12288,bf16,fp8,16,6.68,6.68,dense,0,0,0,1,2.1048,22894,5.0,0.9,medium
98,6144,15,96,64,12,16384,bf16,bf16,8,6.2,6.2,dense,0,0,0,1,2.1059,15616,3.2,1.8,medium
99,6144,16,96,64,12,16384,bf16,fp8,16,6.58,6.58,dense,0,0,0,1,2.1069,28114,2.9,1.1,low
100,6144,19,48,128,1,16384,bf16,fp8,16,7.6,7.6,dense,0,0,0,1,2.1073,23749,3.6,1.0,low
101,4608,29,72,64,1,12288,bf16,fp8,16,6.47,6.47,dense,0,0,0,1,2.1074,23680,4.9,0.9,medium
102,6144,15,48,128,12,16384,bf16,fp8,8,6.34,6.34,dense,0,0,0,1,2.1080,29900,2.8,1.0,medium
103,6144,17,96,64,12,16384,bf16,fp8,8,6.97,6.97,dense,0,0,0,1,2.1089,26471,3.1,1.0,low
104,6144,14,48,128,24,16384,bf16,fp8,8,6.21,6.21,dense,0,0,0,1,2.1133,31123,2.8,1.2,medium
105,6144,18,48,128,1,16384,bf16,fp8,16,7.22,7.22,dense,0,0,0,1,2.1141,25061,3.4,1.0,low
106,6144,15,96,64,12,16384,bf16,fp8,16,6.2,6.2,dense,0,0,0,1,2.1160,29975,2.7,1.0,low
107,6144,16,96,64,12,16384,bf16,fp8,8,6.58,6.58,dense,0,0,0,1,2.1171,28114,2.9,1.0,low
108,4608,29,72,64,1,12288,bf16,fp8,8,6.47,6.47,dense,0,0,0,1,2.1176,23680,4.8,0.9,medium
109,6144,14,24,256,12,16384,bf16,fp8,16,6.21,6.21,dense,0,0,0,1,2.1178,31488,2.8,1.5,medium
110,6144,15,48,128,1,16384,bf16,bf16,16,6.08,6.08,dense,0,0,0,1,2.1186,15633,3.4,1.7,medium
111,6144,17,48,128,1,16384,bf16,fp8,16,6.84,6.84,dense,0,0,0,1,2.1215,26526,3.2,0.9,low
112,6144,15,96,64,12,16384,bf16,fp8,8,6.2,6.2,dense,0,0,0,1,2.1262,29975,2.7,0.9,low
113,6144,14,24,256,12,16384,bf16,fp8,8,6.21,6.21,dense,0,0,0,1,2.1280,31488,2.7,1.2,medium
114,6144,15,48,128,1,16384,bf16,bf16,8,6.08,6.08,dense,0,0,0,1,2.1288,15633,3.3,1.7,medium
115,6144,16,48,128,1,16384,bf16,fp8,16,6.46,6.46,dense,0,0,0,1,2.1298,28173,3.0,0.9,low
116,6144,15,96,64,1,16384,bf16,bf16,16,6.07,6.07,dense,0,0,0,1,2.1334,15635,3.3,1.7,medium
117,7680,12,120,64,30,20480,bf16,fp8,16,7.92,7.92,dense,0,0,0,1,2.1380,26420,2.6,1.4,medium
118,6144,15,48,128,1,16384,bf16,fp8,16,6.08,6.08,dense,0,0,0,1,2.1389,30038,2.8,0.9,low
119,7680,12,120,64,15,20480,bf16,fp8,16,7.75,7.75,dense,0,0,0,1,2.1413,26776,2.4,1.2,low
120,6144,15,96,64,1,16384,bf16,bf16,8,6.07,6.07,dense,0,0,0,1,2.1435,15635,3.2,1.7,medium
121,7680,11,120,64,60,20480,bf16,fp8,16,7.63,7.63,dense,0,0,0,1,2.1487,28056,2.7,1.7,medium
122,6144,15,48,128,1,16384,bf16,fp8,8,6.08,6.08,dense,0,0,0,1,2.1491,30038,2.8,0.8,low
123,7680,12,120,64,15,20480,bf16,fp8,8,7.75,7.75,dense,0,0,0,1,2.1514,26776,2.4,1.1,low
124,7680,11,120,64,30,20480,bf16,fp8,16,7.3,7.3,dense,0,0,0,1,2.1531,28802,2.4,1.3,medium
125,7680,10,120,64,15,20480,bf16,bf16,16,6.54,6.54,dense,0,0,0,1,2.1535,19390,2.6,2.0,medium
126,6144,15,96,64,1,16384,bf16,fp8,16,6.07,6.07,dense,0,0,0,1,2.1537,30044,2.7,0.8,low
127,7680,11,120,64,15,20480,bf16,fp8,16,7.14,7.14,dense,0,0,0,1,2.1564,29189,2.2,1.1,low
128,7680,10,120,64,15,20480,bf16,bf16,8,6.54,6.54,dense,0,0,0,1,2.1636,19390,2.5,1.9,medium
129,6144,15,96,64,1,16384,bf16,fp8,8,6.07,6.07,dense,0,0,0,1,2.1639,30044,2.7,0.8,low
130,7680,10,120,64,60,20480,bf16,fp8,16,6.98,6.98,dense,0,0,0,1,2.1660,30837,2.4,1.5,medium
131,7680,11,120,64,15,20480,bf16,fp8,8,7.14,7.14,dense,0,0,0,1,2.1665,29189,2.2,1.1,low
132,7680,9,120,64,30,20480,bf16,bf16,16,6.07,6.07,dense,0,0,0,1,2.1703,21222,2.4,2.0,high
133,7680,10,120,64,30,20480,bf16,fp8,16,6.68,6.68,dense,0,0,0,1,2.1704,31655,2.2,1.2,medium
134,7680,10,120,64,15,20480,bf16,fp8,16,6.54,6.54,dense,0,0,0,1,2.1738,32081,2.0,1.1,low
135,7680,12,120,64,1,20480,bf16,fp8,16,7.58,7.58,dense,0,0,0,1,2.1785,26846,2.4,1.0,low
136,7680,9,120,64,30,20480,bf16,bf16,8,6.07,6.07,dense,0,0,0,1,2.1805,21222,2.4,1.8,high
137,7680,10,120,64,15,20480,bf16,fp8,8,6.54,6.54,dense,0,0,0,1,2.1839,32081,2.0,1.0,low
138,7680,9,120,64,60,20480,bf16,fp8,16,6.33,6.33,dense,0,0,0,1,2.1862,34229,2.2,1.4,medium
139,7680,9,120,64,30,20480,bf16,fp8,16,6.07,6.07,dense,0,0,0,1,2.1907,35137,1.9,1.1,medium
140,7680,11,120,64,1,20480,bf16,fp8,16,6.99,6.99,dense,0,0,0,1,2.1937,29266,2.2,1.0,low
141,7680,9,120,64,30,20480,bf16,fp8,8,6.07,6.07,dense,0,0,0,1,2.2008,35137,1.9,1.0,medium
142,9216,8,72,128,9,24576,bf16,fp8,16,7.55,7.55,dense,0,0,0,1,2.2026,29719,1.9,1.2,medium
143,7680,11,120,64,1,20480,bf16,fp8,8,6.99,6.99,dense,0,0,0,1,2.2039,29266,2.2,1.0,low
144,7680,10,120,64,1,20480,bf16,fp8,16,6.4,6.4,dense,0,0,0,1,2.2113,32165,2.0,0.9,low
145,9216,8,72,128,9,24576,bf16,fp8,8,7.55,7.55,dense,0,0,0,1,2.2127,29719,1.8,1.1,medium
146,7680,10,120,64,1,20480,bf16,fp8,8,6.4,6.4,dense,0,0,0,1,2.2214,32165,2.0,0.9,low
147,9216,8,144,64,9,24576,bf16,fp8,16,7.47,7.47,dense,0,0,0,1,2.2215,30048,1.8,1.1,low
148,9216,7,72,128,18,24576,bf16,fp8,16,6.83,6.83,dense,0,0,0,1,2.2286,33497,1.7,1.2,medium
149,9216,8,144,64,9,24576,bf16,fp8,8,7.47,7.47,dense,0,0,0,1,2.2317,30048,1.8,1.1,low
150,9216,7,72,128,9,24576,bf16,fp8,16,6.68,6.68,dense,0,0,0,1,2.2318,33914,1.6,1.1,medium
151,6144,15,96,64,12,16384,bf16,fp8,4,6.2,6.2,dense,0,0,0,1,2.2380,29975,2.7,0.9,low
152,9216,8,72,128,1,24576,bf16,fp8,16,7.4,7.4,dense,0,0,0,1,2.2397,29798,1.9,1.1,low
153,9216,7,72,128,9,24576,bf16,fp8,8,6.68,6.68,dense,0,0,0,1,2.2419,33914,1.6,1.0,medium
154,9216,7,144,64,9,24576,bf16,fp8,16,6.61,6.61,dense,0,0,0,1,2.2508,34290,1.6,1.0,low
155,9216,6,72,128,36,24576,bf16,fp8,16,6.2,6.2,dense,0,0,0,1,2.2601,38071,1.6,1.3,medium
156,9216,7,144,64,9,24576,bf16,fp8,8,6.61,6.61,dense,0,0,0,1,2.2610,34290,1.6,1.0,low
157,9216,7,72,128,1,24576,bf16,fp8,16,6.55,6.55,dense,0,0,0,1,2.2691,34004,1.6,1.0,low
158,9216,6,72,128,36,24576,bf16,fp8,8,6.2,6.2,dense,0,0,0,1,2.2703,38071,1.5,1.1,medium
159,6144,15,96,64,1,16384,bf16,fp8,4,6.07,6.07,dense,0,0,0,1,2.2757,30044,2.7,0.8,low
160,9216,7,72,128,1,24576,bf16,fp8,8,6.55,6.55,dense,0,0,0,1,2.2792,34004,1.6,0.9,low
161,9216,7,144,64,1,24576,bf16,fp8,16,6.54,6.54,dense,0,0,0,1,2.2838,34336,1.6,0.9,low
162,9216,7,144,64,1,24576,bf16,fp8,8,6.54,6.54,dense,0,0,0,1,2.2939,34336,1.6,0.9,low
163,7680,10,120,64,15,20480,bf16,fp8,4,6.54,6.54,dense,0,0,0,1,2.2956,32081,2.0,0.9,low
164,7680,9,120,64,30,20480,bf16,fp8,4,6.07,6.07,dense,0,0,0,1,2.3128,35137,1.8,0.9,low
165,10752,6,168,64,1,28672,bf16,fp8,16,7.63,7.63,dense,0,0,0,1,2.3232,30153,1.5,1.1,low
166,10752,5,168,64,42,28672,bf16,fp8,16,6.76,6.76,dense,0,0,0,1,2.3291,35290,1.4,1.2,medium
167,10752,5,168,64,21,28672,bf16,fp8,16,6.61,6.61,dense,0,0,0,1,2.3322,35690,1.3,1.1,low
168,7680,10,120,64,1,20480,bf16,fp8,4,6.4,6.4,dense,0,0,0,1,2.3331,32165,2.0,0.9,low
169,10752,5,168,64,21,28672,bf16,fp8,8,6.61,6.61,dense,0,0,0,1,2.3424,35690,1.3,1.0,low
170,10752,5,168,64,1,28672,bf16,fp8,16,6.48,6.48,dense,0,0,0,1,2.3695,36095,1.3,1.0,low
171,9216,7,144,64,9,24576,bf16,fp8,4,6.61,6.61,dense,0,0,0,1,2.3726,34290,1.5,1.0,low
172,10752,5,168,64,1,28672,bf16,fp8,8,6.48,6.48,dense,0,0,0,1,2.3797,36095,1.2,1.0,low
173,9216,6,72,128,36,24576,bf16,fp8,4,6.2,6.2,dense,0,0,0,1,2.3822,38071,1.4,1.0,low
174,12288,4,96,128,12,32768,bf16,fp8,16,6.98,6.98,dense,0,0,0,1,2.3854,35470,1.2,1.1,medium
175,10752,4,168,64,168,28672,bf16,fp8,8,6.24,6.24,dense,0,0,0,1,2.3903,37981,1.3,1.3,medium
176,12288,4,96,128,12,32768,bf16,fp8,8,6.98,6.98,dense,0,0,0,1,2.3955,35470,1.1,1.1,medium
177,12288,4,192,64,12,32768,bf16,fp8,16,6.9,6.9,dense,0,0,0,1,2.4043,35526,1.1,1.1,low
178,9216,7,144,64,1,24576,bf16,fp8,4,6.54,6.54,dense,0,0,0,1,2.4056,34336,1.5,0.9,low
179,12288,4,192,64,12,32768,bf16,fp8,8,6.9,6.9,dense,0,0,0,1,2.4144,35526,1.1,1.1,low
180,12288,4,96,128,1,32768,bf16,fp8,16,6.84,6.84,dense,0,0,0,1,2.4225,35573,1.2,1.0,low
181,12288,4,96,128,1,32768,bf16,fp8,8,6.84,6.84,dense,0,0,0,1,2.4326,35573,1.1,1.0,low
182,12288,4,192,64,1,32768,bf16,fp8,16,6.83,6.83,dense,0,0,0,1,2.4372,35578,1.1,1.0,low
183,12288,4,192,64,1,32768,bf16,fp8,8,6.83,6.83,dense,0,0,0,1,2.4473,35578,1.1,1.0,low
184,10752,5,168,64,1,28672,bf16,fp8,4,6.48,6.48,dense,0,0,0,1,2.4915,36095,1.2,1.0,low
185,10752,4,168,64,168,28672,bf16,fp8,4,6.24,6.24,dense,0,0,0,1,2.5023,37981,1.2,1.1,low
186,12288,4,192,64,12,32768,bf16,fp8,4,6.9,6.9,dense,0,0,0,1,2.5260,35526,1.1,1.0,low
187,12288,4,192,64,1,32768,bf16,fp8,4,6.83,6.83,dense,0,0,0,1,2.5589,35578,1.1,1.0,low
