rank,selected,is_baseline,changes,risk_label,risk_score,quality_preserving,move_class,quality_risk_pct,tp,d_model,n_layers,n_heads,d_head,n_kv_heads,ffn_dim,ffn_precision,kv_bits,params_B,predicted_loss,training_tps,serving_tbt_ms,serving_ttft_ms,memory_gb,kv_cache_gb,confidence
306,False,False,n_layers: 36 -> 35; n_kv_heads: 8 -> 1; ffn_dim: 11520 -> 10368; kv_cache_bits: 16 -> 4,high,5.25,False,precision,20.048,8,4096,35,64,64,1,10368,bf16,4,7.29,2.2155,12735,6.05,31.24,1.86,0.002,medium
307,False,False,n_layers: 36 -> 34; n_kv_heads: 8 -> 1; ffn_dim: 11520 -> 10368; kv_cache_bits: 16 -> 4,high,6.0,False,precision,20.148,8,4096,34,64,64,1,10368,bf16,4,7.13,2.2173,13105,5.88,30.35,1.82,0.002,medium
308,False,False,n_layers: 36 -> 38; n_kv_heads: 8 -> 1; ffn_dim: 11520 -> 12672; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 4,high,6.5,False,precision,20.202,8,4096,38,64,64,1,12672,fp8,4,8.85,2.2183,19519,6.1,19.37,1.11,0.002,low
309,False,False,n_layers: 36 -> 37; n_kv_heads: 8 -> 1; ffn_dim: 11520 -> 12672; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 4,high,5.75,False,precision,20.281,8,4096,37,64,64,1,12672,fp8,4,8.66,2.2198,20036,5.94,18.86,1.09,0.002,low
310,False,False,n_layers: 36 -> 38; n_kv_heads: 8 -> 1; ffn_dim: 11520 -> 12096; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 4,high,6.0,False,precision,20.356,8,4096,38,64,64,1,12096,fp8,4,8.58,2.2211,19932,6.08,18.99,1.08,0.002,low
311,False,False,n_kv_heads: 8 -> 1; ffn_dim: 11520 -> 12672; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 4,high,5.0,False,precision,20.367,8,4096,36,64,64,1,12672,fp8,4,8.47,2.2213,20582,5.78,18.35,1.07,0.002,low
312,False,False,n_layers: 36 -> 37; n_kv_heads: 8 -> 1; ffn_dim: 11520 -> 12096; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 4,high,5.25,False,precision,20.436,8,4096,37,64,64,1,12096,fp8,4,8.4,2.2226,20460,5.92,18.49,1.06,0.002,low
313,False,False,n_layers: 36 -> 35; n_kv_heads: 8 -> 1; ffn_dim: 11520 -> 12672; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 4,high,5.75,False,precision,20.458,8,4096,35,64,64,1,12672,fp8,4,8.28,2.223,21158,5.62,17.84,1.04,0.002,low
314,False,False,n_layers: 36 -> 38; n_kv_heads: 8 -> 1; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 4,high,5.5,False,precision,20.521,8,4096,38,64,64,1,11520,fp8,4,8.31,2.2242,20363,6.05,18.61,1.05,0.002,low
315,False,False,n_kv_heads: 8 -> 1; ffn_dim: 11520 -> 12096; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 4,high,4.5,False,precision,20.522,8,4096,36,64,64,1,12096,fp8,4,8.22,2.2242,21017,5.76,17.99,1.04,0.002,low
316,False,False,n_layers: 36 -> 34; n_kv_heads: 8 -> 1; ffn_dim: 11520 -> 12672; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 4,high,6.5,False,precision,20.556,8,4096,34,64,64,1,12672,fp8,4,8.09,2.2248,21767,5.46,17.33,1.02,0.002,low
317,False,False,n_layers: 36 -> 37; n_kv_heads: 8 -> 1; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 4,high,4.75,False,precision,20.601,8,4096,37,64,64,1,11520,fp8,4,8.14,2.2257,20902,5.89,18.12,1.03,0.002,low
318,False,False,n_layers: 36 -> 35; n_kv_heads: 8 -> 1; ffn_dim: 11520 -> 12096; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 4,high,5.25,False,precision,20.614,8,4096,35,64,64,1,12096,fp8,4,8.03,2.2259,21605,5.6,17.49,1.02,0.002,low
319,False,False,n_kv_heads: 8 -> 1; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 4,high,4.0,False,precision,20.688,8,4096,36,64,64,1,11520,fp8,4,7.96,2.2273,21471,5.73,17.63,1.01,0.002,low
320,False,False,n_layers: 36 -> 34; n_kv_heads: 8 -> 1; ffn_dim: 11520 -> 12096; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 4,high,6.0,False,precision,20.713,8,4096,34,64,64,1,12096,fp8,4,7.85,2.2277,22226,5.44,16.99,0.99,0.002,low
321,False,False,n_layers: 36 -> 37; n_kv_heads: 8 -> 1; ffn_dim: 11520 -> 10944; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 4,high,5.25,False,precision,20.778,8,4096,37,64,64,1,10944,fp8,4,7.88,2.2289,21364,5.87,17.75,1.0,0.002,low
322,False,False,n_layers: 36 -> 35; n_kv_heads: 8 -> 1; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 4,high,4.75,False,precision,20.781,8,4096,35,64,64,1,11520,fp8,4,7.79,2.229,22071,5.57,17.14,0.99,0.002,low
323,False,False,n_kv_heads: 8 -> 1; ffn_dim: 11520 -> 10944; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 4,high,4.5,False,precision,20.866,8,4096,36,64,64,1,10944,fp8,4,7.71,2.2306,21944,5.71,17.27,0.98,0.002,low
324,False,False,n_layers: 36 -> 34; n_kv_heads: 8 -> 1; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 4,high,5.5,False,precision,20.88,8,4096,34,64,64,1,11520,fp8,4,7.61,2.2308,22706,5.42,16.65,0.97,0.002,low
325,False,False,n_layers: 36 -> 35; n_kv_heads: 8 -> 1; ffn_dim: 11520 -> 10944; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 4,high,5.25,False,precision,20.959,8,4096,35,64,64,1,10944,fp8,4,7.54,2.2323,22558,5.55,16.79,0.96,0.002,low
326,False,False,n_kv_heads: 8 -> 1; ffn_dim: 11520 -> 10368; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 4,high,5.0,False,precision,21.056,8,4096,36,64,64,1,10368,fp8,4,7.45,2.2341,22440,5.69,16.91,0.95,0.002,low
327,False,False,n_layers: 36 -> 34; n_kv_heads: 8 -> 1; ffn_dim: 11520 -> 10944; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 4,high,6.0,False,precision,21.059,8,4096,34,64,64,1,10944,fp8,4,7.37,2.2341,23206,5.39,16.31,0.94,0.002,low
328,False,False,n_layers: 36 -> 35; n_kv_heads: 8 -> 1; ffn_dim: 11520 -> 10368; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 4,high,5.75,False,precision,21.15,8,4096,35,64,64,1,10368,fp8,4,7.29,2.2358,23067,5.53,16.44,0.93,0.002,low
329,False,False,n_layers: 36 -> 34; n_kv_heads: 8 -> 1; ffn_dim: 11520 -> 10368; ffn_precision: bf16 -> fp8; kv_cache_bits: 16 -> 4,high,6.5,False,precision,21.251,8,4096,34,64,64,1,10368,fp8,4,7.13,2.2377,23729,5.37,15.97,0.91,0.002,low
